id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2652829,https://www.airbnb.com/rooms/2652829,20250914152907,2025-09-15,city scrape,Stylish Plaza Mayor View | Prime City Location,"Unbeatable location <br /><br />Discover Madrid from this stylish apartment renovated in 2025 in the heart of the city. Steps from top culture attractions, tapas bars, bakeries and local shops, it’s the perfect base for first-time or seasoned travelers",Everything is around! We are in the center!,https://a0.muscache.com/pictures/hosting/Hosting-2652829/original/55d6f985-d8be-4199-9ad2-49e67a8d4cac.jpeg,13569734,https://www.airbnb.com/users/show/13569734,Soraya,2014-03-26,"Madrid, Spain","Soñadora, creativa, diseñadora, mama, empresaria, mexicana de nacimiento y española de sangre. Me encanta mi ciudad! la comida, la arquitectura, sus calles, su gente...el sol!. 
Sueño con poder viajar por todo el mundo. Me encanta conocer gente nueva y mezclarme en otras culturas. Encontré marido en Serbia y somos dueños de una famosa Creperia en Madrid.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/fb65ab51-c036-4238-8904-b06978284908.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fb65ab51-c036-4238-8904-b06978284908.jpg?aki_policy=profile_x_medium,Sol,5.0,5.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Sol,Centro,40.415714263916016,-3.7058510780334473,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Cleaning products"", ""Private patio or balcony"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Keypad"", ""Wifi"", ""Dishes and silverware"", ""Hot water"", ""Hangers"", ""Extra pillows and blankets"", ""Stove"", ""Air conditioning"", ""Coffee maker"", ""Pets allowed"", ""Cleaning available during stay"", ""Crib - available upon request"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Drying rack for clothing"", ""Luggage dropoff allowed"", ""Essentials"", ""TV"", ""Free dryer \u2013 In unit"", ""Refrigerator"", ""Wine glasses"", ""Room-darkening shades"", ""Body soap"", ""Iron"", ""Smoke alarm"", ""Elevator"", ""Carbon monoxide alarm"", ""Self check-in"", ""Fire extinguisher"", ""Dishwasher"", ""Clothing storage: closet"", ""Central heating"", ""Paid parking off premises""]",$174.00,2,15,1.0,2.0,15.0,15.0,2.0,15.0,,t,1,13,33,205,2025-09-15,689,47,6,44,88,255,44370.0,2014-06-02,2025-09-08,4.87,4.94,4.93,4.87,4.87,4.95,4.86,ESFCNT00002809100075021300000000000000000000000000007,f,5,5,0,0,5.01
2820486,https://www.airbnb.com/rooms/2820486,20250914152907,2025-09-15,city scrape,Single room with bathroom in the center of Madrid,"Bright, quiet, exterior single room next to a private bathroom. Located in the heart of Madrid (a 10-minute walk from Plaza de Sol, El Retiro Park, and the Prado Museum).<br /><br />Wi-Fi, central heating, 3-meter-high ceilings.<br />Two elevators, and a doorman available Monday through Friday. There is a DIA supermarket in the same building.<br />Excellent transport links: metro, bus, express bus (airport), train, taxi, and rental bikes.","Very close to important points of interest: historic center, Reina Sofía museum, Prado museum, Thysen museum, Royal Palace, Opera, Plaza Mayor, Plaza de Sol, Plaza de España, Botanical garden, Retiro park, Madrid-Río park, market street map of El Rastro (Sundays). All of them can be reached on foot in a few minutes. Public transport is also many and unbeatable, very close: as soon as you leave home you will find the metro, bus, train, taxi, bicycle a few steps away.<br />There are more than four public access libraries.<br />Lavapiés (or ""Latin Quarter"") is the most dynamic, the best intercultural, march-fun area (the cheapest and most traditional in Madrid). We are also next to major cultural centers in Madrid: Casa Encendida, Circo Price, Valle Inclán theater, Caracol concert hall, Matadero cultural center, Tabacalera cultural center, and several alternative theater venues.<br />On Sunday mornings there is the famous El Rastro street market, five minutes away, which the visitor will ",https://a0.muscache.com/pictures/miso/Hosting-2820486/original/a24e0e88-c575-4a2d-93c8-7909ae6192fc.jpeg,7880786,https://www.airbnb.com/users/show/7880786,Juan Pablo,2013-08-01,"Madrid, Spain","Español, divorciado, con dos hijas.",within an hour,100%,100%,t,https://a0.muscache.com/im/users/7880786/profile_pic/1414563630/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7880786/profile_pic/1414563630/original.jpg?aki_policy=profile_x_medium,Arganzuela,1.0,1.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Palos de Moguer,Arganzuela,40.40441,-3.70095,Private room in home,Private room,1,1.0,1 private bath,1.0,1.0,"[""Electric stove"", ""Cleaning products"", ""First aid kit"", ""Shared patio or balcony"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Dishes and silverware"", ""Freezer"", ""Microwave"", ""Laundromat nearby"", ""Long term stays allowed"", ""Courtyard view"", ""Hot water"", ""Blender"", ""Hangers"", ""Extra pillows and blankets"", ""Bathtub"", ""Wifi \u2013 40 Mbps"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Drying rack for clothing"", ""Shower gel"", ""Luggage dropoff allowed"", ""Shared backyard \u2013 Fully fenced"", ""Champ\u00fa y gel se facilitan s\u00f3lo para estancias cortas. shampoo"", ""Essentials"", ""Children\u2019s dinnerware"", ""Dedicated workspace"", ""Host greets you"", ""Hot water kettle"", ""Baking sheet"", ""Wine glasses"", ""Room-darkening shades"", ""Iron"", ""Smoke alarm"", ""LG refrigerator"", ""S\u00f3lo para estancias cortas. Para estancias largas no se facilitan los productos de limpieza e higiene. body soap"", ""Elevator"", ""Fire extinguisher"", ""Books and reading material"", ""Central heating"", ""Coffee maker: pour-over coffee"", ""Paid parking off premises"", ""Clothing storage: closet and wardrobe""]",$33.00,2,365,2.0,3.0,1125.0,1125.0,2.3,1125.0,,t,1,3,3,73,2025-09-15,125,20,1,3,33,120,3960.0,2014-09-27,2025-08-29,4.69,4.73,4.55,4.85,4.79,4.87,4.73,0000144575 (Habitación),f,1,0,1,0,0.94
2862015,https://www.airbnb.com/rooms/2862015,20250914152907,2025-09-15,city scrape,"Habitación exterior, baño privado, Gran Via","Room with key, spacious , double bed, large private bathroom, on the first floor without elevator. It does not have AC.  There may be unexpected noises as we are in the middle of Madrid.  Building with private rooms a 3-minute walk from Gran Via. You can walk around the center. Basic room perfect for sleeping a couple of nights and getting to know central Madrid","Possibly the best neighborhood in Madrid if you come to know the center. The building is located 3 minutes walk from Gran Via, one of the main streets of the city with cinemas, theaters, discos, casinos, restaurants, shops, museums , concert halls and shows ,etc…",https://a0.muscache.com/pictures/70536633-c7fa-4e47-899b-0b1ad793133e.jpg,14629836,https://www.airbnb.com/users/show/14629836,Edu,2014-04-23,"Madrid, Spain","Hola 
Soy un encanto ! Jajajajajjaa ",within an hour,99%,100%,f,https://a0.muscache.com/im/pictures/user/b3889e38-278d-474c-a5a3-e73322c5a367.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b3889e38-278d-474c-a5a3-e73322c5a367.jpg?aki_policy=profile_x_medium,Malasaña,19.0,23.0,['phone'],t,t,"Madrid, Community of Madrid, Spain",Universidad,Centro,40.42333,-3.7066,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Body soap"", ""Shower gel"", ""Hot water"", ""Clothing storage"", ""Hangers"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Backyard"", ""Self check-in"", ""Smart lock"", ""Essentials"", ""Bed linens"", ""Portable fans"", ""Shampoo"", ""Heating"", ""Wifi"", ""Laundromat nearby""]",$36.00,1,15,1.0,1.0,15.0,15.0,1.0,15.0,,t,2,4,13,236,2025-09-15,880,85,4,17,98,255,9180.0,2014-05-11,2025-08-31,4.61,4.73,4.57,4.79,4.76,4.91,4.61,,t,19,0,19,0,6.37
3042518,https://www.airbnb.com/rooms/3042518,20250914152907,2025-09-15,city scrape,DOWNTOWN Pl.-Mayor-ATTIC-Buhardilla-Wifi-Parking,"An attic in the heart of the oldest, most bohemian Madrid. Everything so that Madrid is one step away from you without having to go out and enjoy. Then a quiet rest in this attic with a bohemian soul.-You will love it.<br />5 minutes from the oldest restaurant in the world, Plaza Mayor, Puerta del Sol, The Royal Palace, The Egyptian Temple, The Prado Museum, The Reina Sofía Museum, Thyssen Museum, Botanical Garden, Parks, La Opera, El Rastro el Famous street market, and other excellent places.","To its accommodation, the best places to meet. Both culturally as fun. Beside Plaza Mayor, Mercado de San Miguel, Sol, Royal Palace, bars, restaurants, tapas, caves Street Cuchilleros. etc",https://a0.muscache.com/pictures/38960336/626edfc7_original.jpg,4012290,https://www.airbnb.com/users/show/4012290,Alberto,2012-10-30,"Madrid, Spain","Soy una persona alegre,que siempre busca el lado positivo de las cosas e historias.-Deseo siempre que quienes visitan mi ciudad ,se sientan apreciados huespedes y puedan disfrutar de esta maravillosa Villa.-EXIJO ABSOLUTA SERIEDAD,LA MISMA QUE YO OFREZCO. GRACIAS
 I am a happy person who always looks the positive side of things and stories., I always want those who visit my city, are received as wonderful guests and travelers and can enjoy this wonderful city: Madrid. -I DEMAND ABSOLUTE RELIABILITY, THE SAME THAT I OFFER. Thank you
",within an hour,100%,100%,t,https://a0.muscache.com/im/users/4012290/profile_pic/1375960327/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4012290/profile_pic/1375960327/original.jpg?aki_policy=profile_x_medium,Sol,2.0,2.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Sol,Centro,40.41387,-3.70783,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""First aid kit"", ""Hair dryer"", ""Clothing storage: closet, wardrobe, and dresser"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Wifi"", ""Dishes and silverware"", ""Microwave"", ""Freezer"", ""Laundromat nearby"", ""Long term stays allowed"", ""Hot water"", ""Hangers"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Coffee maker"", ""Air conditioning"", ""Dining table"", ""Kitchen"", ""Drying rack for clothing"", ""Shower gel"", ""Essentials"", ""TV"", ""Host greets you"", ""Hot water kettle"", ""Refrigerator"", ""Heating"", ""Baking sheet"", ""Wine glasses"", ""Room-darkening shades"", ""Body soap"", ""Iron"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Books and reading material"", ""Backyard"", ""Washer""]",$67.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,0,2025-09-15,600,62,0,0,69,255,17085.0,2014-05-25,2025-07-19,4.9,4.93,4.92,4.98,4.97,4.98,4.87,VT-12960,t,2,2,0,0,4.36
3255468,https://www.airbnb.com/rooms/3255468,20250914152907,2025-09-15,city scrape,Classy and Historic *2Bed/1Bath*,"Settle in our charming, stylish, high-ceiling space. Abundant natural sunlight flows through its 3 balconies! The Gourmet Kitchen is perfect for entertaining as it opens into the grand living room. Located in the heart of everything!","Pure life.No doubt about it, the Barrio de las Letras contributeslargely to life in Madrd, replete with people working and enjoying their timeoff, who live in an extraordinary milieu.<br />In a distric with a clearclassic feel, we believe it apt to repeat Baltasar Gracian´s words:""All that really belongs to us is time"".Well, this is our time, the time for a community with roots that unfurl just perfectly into 21st century. Enjoy your time with us! WELCOME",https://a0.muscache.com/pictures/41364814/3d7fe84c_original.jpg,16463761,https://www.airbnb.com/users/show/16463761,Gemma,2014-06-06,"Madrid, Spain",I love Art & Travel. I'm passionate about Madrid & Biarritz ,within an hour,100%,64%,f,https://a0.muscache.com/im/pictures/user/5fd38493-4e62-4749-9dac-9c16fbfde7d3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5fd38493-4e62-4749-9dac-9c16fbfde7d3.jpg?aki_policy=profile_x_medium,Embajadores,2.0,2.0,"['email', 'phone', 'work_email']",t,t,"Madrid, Community of Madrid, Spain",Cortes,Centro,40.41196,-3.69778,Private room in guesthouse,Private room,4,1.0,1 private bath,2.0,3.0,"[""Private patio or balcony"", ""Fast wifi \u2013 58 Mbps"", ""First aid kit"", ""23 inch HDTV with HBO Max, Disney+, standard cable, Amazon Prime Video, Netflix"", ""Hair dryer"", ""Arcade games"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Board games"", ""Dishes and silverware"", ""Mini fridge"", ""Microwave"", ""Freezer"", ""Laundromat nearby"", ""Long term stays allowed"", ""Coffee"", ""Hot water"", ""Blender"", ""Hangers"", ""Safe"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Stove"", ""AC - split type ductless system"", ""Coffee maker"", ""Dining table"", ""Kitchen"", ""Drying rack for clothing"", ""Babysitter recommendations"", ""Table corner guards"", ""Essentials"", ""Dedicated workspace"", ""Toaster"", ""Hot water kettle"", ""Refrigerator"", ""Heating"", ""Baking sheet"", ""Wine glasses"", ""Room-darkening shades"", ""Host greets you"", ""Iron"", ""Outdoor furniture"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Dishwasher"", ""Oven"", ""Clothing storage: closet"", ""Books and reading material"", ""Children\u2019s books and toys""]",$218.00,3,160,3.0,3.0,160.0,160.0,3.0,160.0,,t,8,38,65,155,2025-09-15,86,4,0,83,11,24,5232.0,2014-06-30,2025-06-03,4.95,4.95,5.0,4.98,4.99,4.89,4.75,VT-1578,f,1,0,1,0,0.63
3306584,https://www.airbnb.com/rooms/3306584,20250914152907,2025-09-15,city scrape,City Center with Terrace. Gran Vía.,"Apartment located in the center of Madrid, Fuencarral, 150 mts. the Gran Via, one of the most emblematic streets of Madrid. Totally exterior features a large terrace of 12 square meters, where you can have breakfast, lunch or dinner outdoors.","The building totally reformed is in the Chueca district of that are the epicenter of Madrid and everything a symbol of modernity, vanguard and tolerance. In its streets he is easy to find diversion, fashion and much ambient.<br /><br />The district of Chueca is in the zone center of the city and the streets of Fuencarral and Hortaleza are their main axes. In the last years, this area has become the standard of the freedom and opening of the Madrilenian society.<br /><br />It is a district to enjoy the fashion because it lodges stores of all type. Also they are streets to enjoy the friends and at night because it has the numerous premises of celebration, or is for having a drink calmly or to dance until high hours. In the same way, the gastronomical proposals with restaurants of design abound, popular or of international kitchen. And everything in a tolerance atmosphere and diversity.",https://a0.muscache.com/pictures/miso/Hosting-3306584/original/f78d4360-4f0b-4fe4-8727-3c5c710df5ab.jpeg,16698769,https://www.airbnb.com/users/show/16698769,Miguel Angel,2014-06-12,"Mejorada del Campo, Spain",,within an hour,100%,100%,t,https://a0.muscache.com/im/users/16698769/profile_pic/1402603050/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/16698769/profile_pic/1402603050/original.jpg?aki_policy=profile_x_medium,Justicia,1.0,2.0,"['email', 'phone']",t,t,"Madrid, Community of Madrid, Spain",Justicia,Centro,40.41995,-3.7005,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Private patio or balcony"", ""Hair dryer"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Hot water"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Air conditioning"", ""Kitchen"", ""Essentials"", ""TV"", ""Host greets you"", ""Refrigerator"", ""Heating"", ""Iron"", ""Smoke alarm"", ""Elevator"", ""Washer""]",$140.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,3,7,9,83,2025-09-15,621,81,6,15,87,255,35700.0,2014-07-30,2025-09-09,4.93,4.91,4.94,4.95,4.96,4.94,4.9,ESFCNT00002810800040803400000000000000000000000000007 -- VT6563,t,1,1,0,0,4.58
3318664,https://www.airbnb.com/rooms/3318664,20250914152907,2025-09-15,city scrape,PUERTA DEL SOL-DISEÑO-LUJO-NUEVO,"Beautiful apartment in the heart of Madrid, brand new and designer, 120 m2 with all the amenities, sleeps 6 guests, located in the heart of Puerta del Sol and next to Plaza Mayor, Palacio Real, Gran Vía and the best shops.","Even though it's in the heart of Puerta del Sol, it's on a quiet street, ideal for resting without noise at night. Guests can experience Madrid's famous nightlife from their own center and with all the amenities.",https://a0.muscache.com/pictures/46460335/2f381e9b_original.jpg,16424237,https://www.airbnb.com/users/show/16424237,Angel,2014-06-05,"Madrid, Spain",,within an hour,100%,100%,t,https://a0.muscache.com/im/users/16424237/profile_pic/1406993080/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/16424237/profile_pic/1406993080/original.jpg?aki_policy=profile_x_medium,Sol,2.0,2.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Sol,Centro,40.41721,-3.70597,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,"[""Cleaning products"", ""Private patio or balcony"", ""Crib"", ""First aid kit"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Wifi"", ""Dishes and silverware"", ""Microwave"", ""Freezer"", ""Long term stays allowed"", ""Coffee"", ""Hot water"", ""Blender"", ""Hangers"", ""High chair"", ""Extra pillows and blankets"", ""Stove"", ""Bathtub"", ""Air conditioning"", ""Dining table"", ""Single level home"", ""Cleaning available during stay"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Drying rack for clothing"", ""Shower gel"", ""Luggage dropoff allowed"", ""Coffee maker: drip coffee maker, espresso machine"", ""Paid parking garage off premises"", ""Essentials"", ""Conditioner"", ""Toaster"", ""Hot water kettle"", ""Refrigerator"", ""Heating"", ""Baking sheet"", ""Wine glasses"", ""Room-darkening shades"", ""Host greets you"", ""Body soap"", ""Iron"", ""Outdoor furniture"", ""TV with standard cable"", ""Smoke alarm"", ""Elevator"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Dishwasher"", ""Oven"", ""Clothing storage: closet"", ""Books and reading material""]",$178.00,3,1125,1.0,3.0,1125.0,1125.0,2.9,1125.0,,t,2,8,13,140,2025-09-15,214,32,3,17,28,192,34176.0,2014-09-30,2025-09-06,4.88,4.91,4.92,4.9,4.95,4.91,4.88,ESFCTU000028091000029302000000000000000000000VT-47943,t,2,2,0,0,1.6
3397465,https://www.airbnb.com/rooms/3397465,20250914152907,2025-09-15,city scrape,Apartamento junto Gran Vía,The apartment is semi-studio - 40 m2 - with two rooms and bathroom. It has a small living room with table and chairs to eat or rest. Bedroom has one double size bed ( 1.95x1.50). Integrated kitchen,"The apartment is located in a neighborhood that does not stop evolving An area packed with shops,  bars, and nightlife.  And most importantly: close to all the iconic and tourist spots in Madrid.<br /><br />The flat is situated in one of the most trendy areas of Madrid, with good night life, shops, bars and restaurants nearby, closed to the most emblematic tourist spots and in a neighbourhoud which doesnot stop evolving.",https://a0.muscache.com/pictures/45263405/8ac7b23f_original.jpg,8130428,https://www.airbnb.com/users/show/8130428,Carmelo,2013-08-13,"Madrid, Spain",,within an hour,100%,100%,t,https://a0.muscache.com/im/users/8130428/profile_pic/1384623475/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8130428/profile_pic/1384623475/original.jpg?aki_policy=profile_x_medium,,1.0,6.0,"['email', 'phone']",t,t,"Madrid, Community of Madrid, Spain",Universidad,Centro,40.42162,-3.70186,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Dishes and silverware"", ""Hot water"", ""Hangers"", ""Refrigerator"", ""Fire extinguisher"", ""Paid parking on premises"", ""Coffee maker"", ""Air conditioning"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Host greets you"", ""Cooking basics"", ""Shampoo"", ""Heating"", ""Wifi"", ""Microwave""]",$147.00,2,10,1.0,4.0,10.0,10.0,2.4,10.0,,t,0,3,12,93,2025-09-15,1036,90,4,26,112,255,37485.0,2014-06-28,2025-08-28,4.9,4.95,4.9,4.96,4.97,4.93,4.87,,t,1,1,0,0,7.58
3423709,https://www.airbnb.com/rooms/3423709,20250914152907,2025-09-15,city scrape,GRAN VIA - PLAZA ESPAÑA / ELEVATOR,"1 bedroom apartment <br />With a great location in the center of Madrid (Malasaña neighborhood), this elegant fit is perfect for a couple or a small family wishing to stay in one of the trendiest areas of the city, close to the historical center, museums, palaces  and also the shopping centers;","MALASAÑA<br />De centro de la movida madrileña a barrio of tendencies, Malasaña has undergone great changes in the last decades. Today, modern restaurants and thrift stores live with traditional bars and lifelong markets. It's also one of the most popular party areas in the city.",https://a0.muscache.com/pictures/2a3443e3-57f9-466c-b3ca-ede9b0a9a6a7.jpg,17214333,https://www.airbnb.com/users/show/17214333,Celma,2014-06-24,"Madrid, Spain","Me encanta viajar, conocer otras culturas.",within a few hours,100%,95%,t,https://a0.muscache.com/im/pictures/user/User-17214333/original/09d3a4ae-2286-4bfa-9efe-8e0f7a160bc0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-17214333/original/09d3a4ae-2286-4bfa-9efe-8e0f7a160bc0.jpeg?aki_policy=profile_x_medium,Malasaña,1.0,1.0,"['email', 'phone']",t,t,"Madrid, Community of Madrid, Spain",Universidad,Centro,40.42423,-3.70664,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Cleaning products"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Microwave"", ""Laundromat nearby"", ""Long term stays allowed"", ""Hot water"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker"", ""Air conditioning"", ""Single level home"", ""Dining table"", ""Kitchen"", ""Drying rack for clothing"", ""Shower gel"", ""Essentials"", ""TV"", ""Toaster"", ""Host greets you"", ""Hot water kettle"", ""Refrigerator"", ""Heating"", ""Wine glasses"", ""Room-darkening shades"", ""Body soap"", ""Iron"", ""Clothing storage"", ""Induction stove"", ""Elevator"", ""Dishwasher"", ""Paid parking off premises"", ""Washer""]",$88.00,4,120,4.0,30.0,120.0,120.0,19.5,120.0,,t,3,7,37,153,2025-09-15,275,31,0,45,40,248,21824.0,2014-10-06,2025-08-03,4.94,4.91,4.95,4.96,4.97,4.92,4.88,ESFCNT00002810800049776200000000000000000000000000003,f,1,1,0,0,2.06
3514869,https://www.airbnb.com/rooms/3514869,20250914152907,2025-09-15,city scrape,Beautiful room+private bath in village House km 0!,"A big room in first plant in a two plants house with private bathroom exclusive for this room, 140 x 200 cm bed, sheets 100‰ cotton, pillows cleaning in each reservation, weekly cleaning of common spaces by a profesional, lock in the room, all in a beautiful house in km. 0, with a common big kitchen multicultural neighbord. <br />There are two more rooms available  in the house:<br />https://www.airbnb.es/rooms/6991988?viralityEntryPoint=1&s=76<br />https://www.airbnb.es/rooms/3527783?viralityEntryPoint=1&s=76","We live in the middle of Madrid, but like in a town, we know each other, a lot of artistic things are going on, lots of typical and creative places, multicultural buildings, people from all over the world in a typical old neighborhood with small buildings, alive, familiar and creative. A perfect place to get into real Madrid.",https://a0.muscache.com/pictures/46682670/6d98cd37_original.jpg,16287439,https://www.airbnb.com/users/show/16287439,Maria,2014-06-02,"Madrid, Spain","Persona inquieta por viajar, el arte en general, la lectura, la música y el cine en concreto. Amante de la naturaleza, la buena y sana comida,  el té, una buena conversación. Dedicada varios años a proyectos culturales y artísticos, aparte de regentar un restaurante, me permitieron desarrollar entramado cultural y artístico desde varios locales del barrio. Bienvenid@s!",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/b1239782-b6e7-4967-afa7-cd818db4a9de.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b1239782-b6e7-4967-afa7-cd818db4a9de.jpg?aki_policy=profile_x_medium,Embajadores,3.0,3.0,"['email', 'phone']",t,t,"Madrid, Community of Madrid, Spain",Embajadores,Centro,40.41212,-3.69915,Private room in home,Private room,1,1.0,1 private bath,1.0,1.0,"[""Cleaning products"", ""Private patio or balcony"", ""EVVO refrigerator"", ""Hair dryer"", ""Private entrance"", ""Bed linens"", ""Portable fans"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Freezer"", ""Laundromat nearby"", ""Long term stays allowed"", ""Hot water"", ""Blender"", ""Hangers"", ""Clothing storage: wardrobe and dresser"", ""Extra pillows and blankets"", ""Coffee maker"", ""Bathtub"", ""Dining table"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Drying rack for clothing"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Toaster"", ""Hot water kettle"", ""Host greets you"", ""Wine glasses"", ""Room-darkening shades"", ""Body soap"", ""Iron"", ""Other electric stove"", ""Fire extinguisher"", ""Paid street parking off premises"", ""Oven"", ""Lock on bedroom door"", ""Housekeeping available Monday, Tuesday, Wednesday, Friday"", ""Central heating""]",$82.00,25,350,4.0,25.0,350.0,350.0,24.5,350.0,,t,1,12,42,132,2025-09-15,120,8,1,60,10,255,20910.0,2014-08-23,2025-08-24,4.71,4.65,4.69,4.84,4.86,4.71,4.73,ESHFNT00002811800040878100200000000000000000000000004,f,3,0,3,0,0.89
